Código del Gran Grupo;Nombre del Gran Grupo;Código del Subgrupo Principal;Nombre del Subgrupo Principal;Código del Subgrupo;Nombre del Subgrupo;Código del Grupo Primario;Nombre del Grupo Primario;Código de la Ocupación;Nombre de la Ocupación;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;351;Técnicos en operaciones de tecnología de la información, las comunicaciones y asistencia al usuario;3511;Técnicos en operaciones de tecnología de la información y las comunicaciones;35110;Técnicos en operaciones de tecnología de la información y las comunicaciones / Técnicas en operaciones de tecnología de la información y las comunicaciones;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;351;Técnicos en operaciones de tecnología de la información, las comunicaciones y asistencia al usuario;3512;Técnicos en asistencia y soporte al usuario de tecnología de la información y las comunicaciones;35121;Técnicos en asistencia y soporte de tecnologías de la información / Técnicas en asistencia y soporte de tecnologías de la información;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;351;Técnicos en operaciones de tecnología de la información, las comunicaciones y asistencia al usuario;3512;Técnicos en asistencia y soporte al usuario de tecnología de la información y las comunicaciones;35122;Representantes de servicios especializados BPO (business process outsourcing);
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;351;Técnicos en operaciones de tecnología de la información, las comunicaciones y asistencia al usuario;3513;Técnicos en redes y tecnologías de la información;35130;Técnicos en redes y tecnologías de la información / Técnicas en redes y tecnologías de la información;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;351;Técnicos en operaciones de tecnología de la información, las comunicaciones y asistencia al usuario;3514;Técnicos de la web;35140;Técnicos de la web / Técnicas de la web;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;352;Técnicos en telecomunicaciones y radiodifusión;3521;Técnicos de radiodifusión y grabación audio visual;35211;Operadores de cámara de cine y televisión / Operadoras de cámara de cine y televisión;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;352;Técnicos en telecomunicaciones y radiodifusión;3521;Técnicos de radiodifusión y grabación audio visual;35212;Técnicos en transmisión audiovisual / Técnicas en transmisión audiovisual;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;352;Técnicos en telecomunicaciones y radiodifusión;3521;Técnicos de radiodifusión y grabación audio visual;35213;Asistentes en cine, televisión y artes escénicas / Asistentas en cine, televisión y artes escénicas;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;352;Técnicos en telecomunicaciones y radiodifusión;3521;Técnicos de radiodifusión y grabación audio visual;35214;Técnicos de producción de audio y sonido / Técnicas de producción de audio y sonido;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;352;Técnicos en telecomunicaciones y radiodifusión;3521;Técnicos de radiodifusión y grabación audio visual;35215;Asistentes de producción de audio y sonido / Asistentas de producción de audio y sonido;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;352;Técnicos en telecomunicaciones y radiodifusión;3522;Técnicos y operadores de ingeniería de las telecomunicaciones;35221;Técnicos en telecomunicaciones / Técnicas en telecomunicaciones;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;352;Técnicos en telecomunicaciones y radiodifusión;3522;Técnicos y operadores de ingeniería de las telecomunicaciones;35222;Supervisores de telecomunicaciones / Supervisoras de telecomunicaciones;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;35;TÉCNICOS EN TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;352;Técnicos en telecomunicaciones y radiodifusión;3522;Técnicos y operadores de ingeniería de las telecomunicaciones;35223;Operadores de radio / Operadoras de radio;
4;PERSONAL DE APOYO ADMINISTRATIVO;41;OFICINISTAS;411;Oficinistas generales;4110;Oficinistas generales;41101;Oficinistas generales;
4;PERSONAL DE APOYO ADMINISTRATIVO;41;OFICINISTAS;411;Oficinistas generales;4110;Oficinistas generales;41102;Auxiliares de aduana;
4;PERSONAL DE APOYO ADMINISTRATIVO;41;OFICINISTAS;412;Secretarios generales;4120;Secretarios generales;41200;Secretarios generales / Secretarias generales;
4;PERSONAL DE APOYO ADMINISTRATIVO;41;OFICINISTAS;413;Operadores de máquinas de oficina;4131;Operadores de máquinas de procesamiento de texto y mecanógrafos;41310;Operadores de máquinas de procesamiento de texto y mecanógrafos / Operadoras de máquinas de procesamiento de texto y mecanógrafos;
4;PERSONAL DE APOYO ADMINISTRATIVO;41;OFICINISTAS;413;Operadores de máquinas de oficina;4132;Grabadores de datos y digitadores;41321;Grabadores de datos / Grabadoras de datos;
4;PERSONAL DE APOYO ADMINISTRATIVO;41;OFICINISTAS;413;Operadores de máquinas de oficina;4132;Grabadores de datos y digitadores;41322;Digitadores / Digitadoras;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;421;Pagadores y cobradores de ventanilla y afines;4211;Cajeros de bancos y afines;42110;Cajeros de bancos y afines / Cajeras de bancos y afines;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;421;Pagadores y cobradores de ventanilla y afines;4212;Receptores de apuestas y afines;42120;Receptores de apuestas y afines / Receptoras de apuestas y afines;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;421;Pagadores y cobradores de ventanilla y afines;4213;Prestamistas;42130;Prestamistas;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;421;Pagadores y cobradores de ventanilla y afines;4214;Cobradores, auxiliares de cartera y afines;42140;Cobradores, auxiliares de cartera y afines / Cobradoras, auxiliares de cartera y afines;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;422;Empleados de servicios de información al cliente;4221;Empleados de ventas y servicios de viajes;42210;Empleados de ventas y servicios de viajes / Empleadas de ventas y servicios de viajes;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;422;Empleados de servicios de información al cliente;4222;Empleados de centros de llamadas;42220;Empleados de centros de llamadas / Empleadas de centros de llamadas;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;422;Empleados de servicios de información al cliente;4223;Telefonistas;42230;Telefonistas;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;422;Empleados de servicios de información al cliente;4224;Recepcionistas de hoteles;42240;Recepcionistas de hoteles;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;422;Empleados de servicios de información al cliente;4225;Empleados de ventanillas de información;42251;Auxiliares de información y servicio al cliente;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;422;Empleados de servicios de información al cliente;4225;Empleados de ventanillas de información;42252;Informadores turísticos / Informadoras turísticas;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;422;Empleados de servicios de información al cliente;4226;Recepcionistas generales;42260;Recepcionistas generales;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;422;Empleados de servicios de información al cliente;4227;Entrevistadores de encuestas y de investigaciones de mercados;42270;Entrevistadores de encuestas y de investigaciones de mercados / Entrevistadoras de encuestas y de investigaciones de mercados;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;422;Empleados de servicios de información al cliente;4229;Otros empleados de servicios de información al cliente no clasificados en otros grupos primarios;42291;Auxiliares administrativos en salud / Auxiliares administrativas en salud;
4;PERSONAL DE APOYO ADMINISTRATIVO;42;EMPLEADOS DE TRATO DIRECTO CON EL PÚBLICO;422;Empleados de servicios de información al cliente;4229;Otros empleados de servicios de información al cliente no clasificados en otros grupos primarios;42299;Otros empleados de servicios de información al cliente no clasificados en otras ocupaciones / Otras empleadas de servicios de información al cliente no clasificados en otras ocupaciones;
4;PERSONAL DE APOYO ADMINISTRATIVO;43;AUXILIARES CONTABLES Y ENCARGADOS DEL REGISTRO DE MATERIALES;431;Auxiliares contables y financieros;4311;Auxiliares de contabilidad, costos y tesorería;43110;Auxiliares de contabilidad, costos y tesorería;
4;PERSONAL DE APOYO ADMINISTRATIVO;43;AUXILIARES CONTABLES Y ENCARGADOS DEL REGISTRO DE MATERIALES;431;Auxiliares contables y financieros;4312;Auxiliares de servicios estadísticos, financieros y de seguros;43121;Auxiliares de servicios estadísticos y financieros;
4;PERSONAL DE APOYO ADMINISTRATIVO;43;AUXILIARES CONTABLES Y ENCARGADOS DEL REGISTRO DE MATERIALES;431;Auxiliares contables y financieros;4312;Auxiliares de servicios estadísticos, financieros y de seguros;43122;Auxiliares de avalúos;
4;PERSONAL DE APOYO ADMINISTRATIVO;43;AUXILIARES CONTABLES Y ENCARGADOS DEL REGISTRO DE MATERIALES;431;Auxiliares contables y financieros;4313;Auxiliares de nómina y prestaciones;43130;Auxiliares de nómina y prestaciones;
4;PERSONAL DE APOYO ADMINISTRATIVO;43;AUXILIARES CONTABLES Y ENCARGADOS DEL REGISTRO DE MATERIALES;432;Empleados encargados del registro de materiales y de transportes;4321;Empleados control de abastecimientos e inventario y de almacén;43211;Auxiliares de almacén y pesaje;
4;PERSONAL DE APOYO ADMINISTRATIVO;43;AUXILIARES CONTABLES Y ENCARGADOS DEL REGISTRO DE MATERIALES;432;Empleados encargados del registro de materiales y de transportes;4321;Empleados control de abastecimientos e inventario y de almacén;43212;Auxiliares de compras e inventarios;
4;PERSONAL DE APOYO ADMINISTRATIVO;43;AUXILIARES CONTABLES Y ENCARGADOS DEL REGISTRO DE MATERIALES;432;Empleados encargados del registro de materiales y de transportes;4322;Empleados de servicios de apoyo a la producción;43220;Empleados de servicios de apoyo a la producción / Empleadas de servicios de apoyo a la producción;
4;PERSONAL DE APOYO ADMINISTRATIVO;43;AUXILIARES CONTABLES Y ENCARGADOS DEL REGISTRO DE MATERIALES;432;Empleados encargados del registro de materiales y de transportes;4323;Empleados de servicios de transporte;43231;Empleados y operarios de servicios de transporte / Empleadas y operarias de servicios de transporte;
4;PERSONAL DE APOYO ADMINISTRATIVO;43;AUXILIARES CONTABLES Y ENCARGADOS DEL REGISTRO DE MATERIALES;432;Empleados encargados del registro de materiales y de transportes;4323;Empleados de servicios de transporte;43232;Inspectores y controladores de transporte / Inspectoras y controladoras de transporte;
4;PERSONAL DE APOYO ADMINISTRATIVO;44;OTRO PERSONAL DE APOYO ADMINISTRATIVO;441;Otro personal de apoyo administrativo;4411;Empleados de bibliotecas;44110;Empleados auxiliares de bibliotecas / Empleadas auxiliares de bibliotecas;
4;PERSONAL DE APOYO ADMINISTRATIVO;44;OTRO PERSONAL DE APOYO ADMINISTRATIVO;441;Otro personal de apoyo administrativo;4412;Empleados de servicios de correos;44120;Empleados de servicios de correos / Empleadas de servicios de correos;
4;PERSONAL DE APOYO ADMINISTRATIVO;44;OTRO PERSONAL DE APOYO ADMINISTRATIVO;441;Otro personal de apoyo administrativo;4413;Codificadores de datos, correctores de pruebas de imprenta y afines;44130;Codificadores de datos, correctores de pruebas de imprenta y afines / Codificadoras de datos, correctores de pruebas de imprenta y afines;
4;PERSONAL DE APOYO ADMINISTRATIVO;44;OTRO PERSONAL DE APOYO ADMINISTRATIVO;441;Otro personal de apoyo administrativo;4414;Escribientes públicos y afines;44140;Escribientes públicos y afines / Escribientes públicas y afines;
4;PERSONAL DE APOYO ADMINISTRATIVO;44;OTRO PERSONAL DE APOYO ADMINISTRATIVO;441;Otro personal de apoyo administrativo;4415;Empleados de archivos;44150;Empleados auxiliares de archivos / Empleadas auxiliares de archivos;
4;PERSONAL DE APOYO ADMINISTRATIVO;44;OTRO PERSONAL DE APOYO ADMINISTRATIVO;441;Otro personal de apoyo administrativo;4416;Empleados del servicio de personal;44161;Auxiliares de talento humano;
4;PERSONAL DE APOYO ADMINISTRATIVO;44;OTRO PERSONAL DE APOYO ADMINISTRATIVO;441;Otro personal de apoyo administrativo;4416;Empleados del servicio de personal;44162;Auxiliares de seguridad en el trabajo;
4;PERSONAL DE APOYO ADMINISTRATIVO;44;OTRO PERSONAL DE APOYO ADMINISTRATIVO;441;Otro personal de apoyo administrativo;4419;Otro personal de apoyo administrativo no clasificados en otros grupos primarios;44191;Auxiliares de publicación y afines;
4;PERSONAL DE APOYO ADMINISTRATIVO;44;OTRO PERSONAL DE APOYO ADMINISTRATIVO;441;Otro personal de apoyo administrativo;4419;Otro personal de apoyo administrativo no clasificados en otros grupos primarios;44199;Otro personal de apoyo administrativo no clasificados en otras ocupaciones / Otra personal de apoyo administrativo no clasificados en otras ocupaciones;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;511;Personal al servicio directo de los pasajeros;5111;Personal de servicio a pasajeros;51110;Personal de servicio a pasajeros;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;511;Personal al servicio directo de los pasajeros;5112;Revisores y cobradores de los transportes públicos;51120;Revisores y cobradores de los transportes públicos / Revisoras y cobradoras de los transportes públicos;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;511;Personal al servicio directo de los pasajeros;5113;Guías de turismo y anfitriones turísticos locales;51131;Guías de turismo;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;511;Personal al servicio directo de los pasajeros;5113;Guías de turismo y anfitriones turísticos locales;51132;Anfitriones turísticos locales / Anfitrionas turísticas locales;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;512;Cocineros;5120;Cocineros;51201;Cocineros / Cocineras;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;512;Cocineros;5120;Cocineros;51202;Sabedores de la cocina tradicional / Sabedoras de la cocina tradicional;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;513;Meseros y bármanes;5131;Meseros y capitanes de meseros;51310;Meseros y capitanes de servicio a la mesa / Meseras y capitanes de servicio a la mesa;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;513;Meseros y bármanes;5132;Bármanes y baristas;51321;Bartenders;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;513;Meseros y bármanes;5132;Bármanes y baristas;51322;Baristas;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;514;Peluqueros, especialistas en tratamientos de belleza y afines;5141;Peluqueros;51410;Peluqueros / Peluqueras;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;514;Peluqueros, especialistas en tratamientos de belleza y afines;5142;Especialistas en tratamientos de belleza, asesores de imagen y afines;51421;Manicuristas y pedicuristas;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;514;Peluqueros, especialistas en tratamientos de belleza y afines;5142;Especialistas en tratamientos de belleza, asesores de imagen y afines;51422;Cosmetólogos esteticistas / Cosmetólogas esteticistas;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;514;Peluqueros, especialistas en tratamientos de belleza y afines;5142;Especialistas en tratamientos de belleza, asesores de imagen y afines;51423;Maquilladores / Maquilladoras;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;514;Peluqueros, especialistas en tratamientos de belleza y afines;5142;Especialistas en tratamientos de belleza, asesores de imagen y afines;51424;Asesores de imagen / Asesoras de imagen;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;514;Peluqueros, especialistas en tratamientos de belleza y afines;5142;Especialistas en tratamientos de belleza, asesores de imagen y afines;51429;Otras ocupaciones elementales de los servicios no clasificados en otras ocupaciones / Otras ocupaciones elementales de los servicios no clasificadas en otras ocupaciones;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;515;Supervisores de mantenimiento y limpieza de edificios;5151;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos;51510;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos / Supervisoras de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;515;Supervisores de mantenimiento y limpieza de edificios;5152;Ecónomos y mayordomos domésticos;51520;Ecónomos y mayordomos domésticos / Ecónomas y mayordomas domésticas;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;515;Supervisores de mantenimiento y limpieza de edificios;5153;Conserjes y afines;51530;Conserjes y afines;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;516;Otros trabajadores de servicios personales;5161;Astrólogos, adivinos y afines;51610;Astrólogos, adivinos y afines / Astrólogas, adivinas y afines;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;516;Otros trabajadores de servicios personales;5162;Acompañantes;51620;Acompañantes;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;516;Otros trabajadores de servicios personales;5163;Personal de servicios funerarios y embalsamadores;51631;Tanatopractores / Tanatopractoras;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;516;Otros trabajadores de servicios personales;5163;Personal de servicios funerarios y embalsamadores;51632;Coordinadores de servicios funerarios / Coordinadoras de servicios funerarios;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;516;Otros trabajadores de servicios personales;5163;Personal de servicios funerarios y embalsamadores;51633;Personal de servicios funerarios;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;516;Otros trabajadores de servicios personales;5164;Cuidadores de animales;51640;Cuidadores de animales / Cuidadoras de animales;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;516;Otros trabajadores de servicios personales;5165;Instructores de conducción;51650;Instructores de conducción / Instructoras de conducción;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;51;TRABAJADORES DE LOS SERVICIOS PERSONALES;516;Otros trabajadores de servicios personales;5169;Otros trabajadores de servicios personales no clasificados en otros grupos primarios;51690;Otros trabajadores de servicios personales no clasificados en otras ocupaciones / Otras trabajadoras de servicios personales no clasificados en otras ocupaciones;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;521;Vendedores callejeros y de puestos de mercado;5211;Vendedores en quioscos y puestos de mercado;52110;Vendedores en quioscos y puestos de mercado / Vendedoras en quioscos y puestos de mercado;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;521;Vendedores callejeros y de puestos de mercado;5212;Vendedores ambulantes de alimentos preparados para consumo inmediato;52120;Vendedores ambulantes de alimentos preparados para consumo inmediato / Vendedoras ambulantes de alimentos preparados para consumo inmediato;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;522;Comerciantes y vendedores de tiendas, almacenes y afines;5221;Comerciantes de tiendas;52210;Comerciantes de tiendas;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;522;Comerciantes y vendedores de tiendas, almacenes y afines;5222;Supervisores de tiendas y almacenes;52220;Supervisores de tiendas y almacenes / Supervisoras de tiendas y almacenes;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;522;Comerciantes y vendedores de tiendas, almacenes y afines;5223;Vendedores y auxiliares de venta en tiendas, almacenes y afines;52230;Vendedores y auxiliares de venta en tiendas, almacenes y afines / Vendedoras y auxiliares de venta en tiendas, almacenes y afines;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;523;Cajeros de comercio, taquilleros y expendedores de boletas;5230;Cajeros de comercio, taquilleros y expendedores de boletas;52300;Cajeros de comercio, taquilleros y expendedores de boletas / Cajeras de comercio, taquilleros y expendedores de boletas;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;524;Otros vendedores;5241;Modelos de moda, arte y publicidad;52410;Modelos de moda, arte y publicidad;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;524;Otros vendedores;5242;Demostradores de tiendas, almacenes y afines;52420;Demostradores de tiendas, almacenes y afines / Demostradoras de tiendas, almacenes y afines;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;524;Otros vendedores;5243;Vendedores puerta a puerta;52430;Vendedores puerta a puerta / Vendedoras puerta a puerta;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;524;Otros vendedores;5244;Vendedores a través de medios tecnológicos;52440;Vendedores a través de medios tecnológicos / Vendedoras a través de medios tecnológicos;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;524;Otros vendedores;5245;Expendedores de combustibles para vehículos;52450;Expendedores de combustibles para vehículos / Expendedoras de combustibles para vehículos;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;524;Otros vendedores;5246;Vendedores de comidas en mostrador;52460;Vendedores de comidas en mostrador / Vendedoras de comidas en mostrador;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;52;VENDEDORES;524;Otros vendedores;5249;Otros vendedores no clasificados en otros grupos primarios;52490;Otros vendedores no clasificados en otras ocupaciones / Otras vendedoras no clasificadas en otras ocupaciones;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;53;TRABAJADORES DE LOS CUIDADOS PERSONALES;531;Cuidadores de niños y auxiliares de maestros;5311;Cuidadores de niños;53110;Cuidadores de niños / Cuidadoras de niños;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;53;TRABAJADORES DE LOS CUIDADOS PERSONALES;531;Cuidadores de niños y auxiliares de maestros;5312;Auxiliares de maestros y primera infancia;53120;Auxiliares de maestros y primera infancia;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;53;TRABAJADORES DE LOS CUIDADOS PERSONALES;532;Trabajadores de los cuidados personales en servicios de salud;5321;Trabajadores de los cuidados personales en instituciones;53210;Trabajadores de los cuidados personales en instituciones / Trabajadoras de los cuidados personales en instituciones;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;53;TRABAJADORES DE LOS CUIDADOS PERSONALES;532;Trabajadores de los cuidados personales en servicios de salud;5322;Trabajadores de los cuidados personales a domicilio;53220;Trabajadores de los cuidados personales a domicilio / Trabajadoras de los cuidados personales a domicilio;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;53;TRABAJADORES DE LOS CUIDADOS PERSONALES;532;Trabajadores de los cuidados personales en servicios de salud;5329;Trabajadores de los cuidados personales en servicios de salud no clasificados en otros grupos primarios;53291;Auxiliares en enfermería;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;53;TRABAJADORES DE LOS CUIDADOS PERSONALES;532;Trabajadores de los cuidados personales en servicios de salud;5329;Trabajadores de los cuidados personales en servicios de salud no clasificados en otros grupos primarios;53292;Auxiliares en salud oral;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;53;TRABAJADORES DE LOS CUIDADOS PERSONALES;532;Trabajadores de los cuidados personales en servicios de salud;5329;Trabajadores de los cuidados personales en servicios de salud no clasificados en otros grupos primarios;53293;Auxiliares en salud pública;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;53;TRABAJADORES DE LOS CUIDADOS PERSONALES;532;Trabajadores de los cuidados personales en servicios de salud;5329;Trabajadores de los cuidados personales en servicios de salud no clasificados en otros grupos primarios;53294;Auxiliares de laboratorio clínico;
