Código del Gran Grupo;Nombre del Gran Grupo;Código del Subgrupo Principal;Nombre del Subgrupo Principal;Código del Subgrupo;Nombre del Subgrupo;Código del Grupo Primario;Nombre del Grupo Primario;Código de la Ocupación;Nombre de la Ocupación;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;817;Operadores de instalaciones para la preparación de papel y de procesamiento de la madera;8171;Operadores de instalaciones para la preparación de papel y de pasta para papel;81711;Operadores de máquinas para la fabricación de papel / Operadoras de máquinas para la fabricación de papel;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;817;Operadores de instalaciones para la preparación de papel y de procesamiento de la madera;8171;Operadores de instalaciones para la preparación de papel y de pasta para papel;81712;Operadores de máquinas para la producción de pulpa / Operadoras de máquinas para la producción de pulpa;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;817;Operadores de instalaciones para la preparación de papel y de procesamiento de la madera;8172;Operadores de instalaciones de procesamiento de la madera;81720;Operadores de instalaciones de procesamiento de la madera / Operadoras de instalaciones de procesamiento de la madera;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;818;Otros operadores de máquinas y de instalaciones fijas;8181;Operadores de máquinas para la elaboración de productos de vidrio y cerámica;81811;Operadores de fabricación, moldeo y acabado del vidrio / Operadoras de fabricación, moldeo y acabado del vidrio;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;818;Otros operadores de máquinas y de instalaciones fijas;8181;Operadores de máquinas para la elaboración de productos de vidrio y cerámica;81812;Operadores de moldeo de arcilla y piedra / Operadoras de moldeo de arcilla y piedra;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;818;Otros operadores de máquinas y de instalaciones fijas;8182;Operadores de máquinas de vapor y calderas;81820;Operadores de máquinas de vapor y calderas / Operadoras de máquinas de vapor y calderas;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;818;Otros operadores de máquinas y de instalaciones fijas;8183;Operadores de máquinas de embalaje, embotellamiento y etiquetado;81830;Operadores de máquinas de embalaje, embotellamiento y etiquetado / Operadoras de máquinas de embalaje, embotellamiento y etiquetado;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;818;Otros operadores de máquinas y de instalaciones fijas;8189;Otros operadores de máquinas y de instalaciones fijas no clasificados en otros grupos primarios;81891;Operadores portuarios / Operadoras portuarias;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;818;Otros operadores de máquinas y de instalaciones fijas;8189;Otros operadores de máquinas y de instalaciones fijas no clasificados en otros grupos primarios;81899;Otros operadores de máquinas y de instalaciones fijas no clasificados en otras ocupaciones / Otras operadoras de máquinas y de instalaciones fijas no clasificados en otras ocupaciones;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;82;ENSAMBLADORES;821;Ensambladores;8211;Ensambladores de maquinaria mecánica;82110;Ensambladores de maquinaria mecánica / Ensambladoras de maquinaria mecánica;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;82;ENSAMBLADORES;821;Ensambladores;8212;Ensambladores de equipos eléctricos y electrónicos;82121;Ensambladores de productos electrónicos / Ensambladoras de productos electrónicos;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;82;ENSAMBLADORES;821;Ensambladores;8212;Ensambladores de equipos eléctricos y electrónicos;82122;Ensambladores de aparatos y equipo eléctrico / Ensambladoras de aparatos y equipo eléctrico;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;82;ENSAMBLADORES;821;Ensambladores;8212;Ensambladores de equipos eléctricos y electrónicos;82123;Ensambladores de transformadores y motores eléctricos industriales / Ensambladoras de transformadores y motores eléctricos industriales;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;82;ENSAMBLADORES;821;Ensambladores;8212;Ensambladores de equipos eléctricos y electrónicos;82124;Operadores de máquinas para la fabricación de productos y componentes eléctricos / Operadoras de máquinas para la fabricación de productos y componentes eléctricos;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;82;ENSAMBLADORES;821;Ensambladores;8219;Ensambladores no clasificados en otros grupos primarios;82190;Ensambladores no clasificados en otras ocupaciones / Ensambladoras no clasificadas en otras ocupaciones;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;831;Maquinistas de locomotoras y afines;8311;Maquinistas de transporte ferroviario;83110;Maquinistas de transporte ferroviario;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;831;Maquinistas de locomotoras y afines;8312;Guardafrenos, guardagujas y agentes de maniobras;83120;Guardafrenos, guardagujas y agentes de maniobras;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;832;Conductores de automóviles, camionetas y motocicletas;8321;Conductores de motocicletas;83210;Conductores de motocicletas / Conductoras de motocicletas;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;832;Conductores de automóviles, camionetas y motocicletas;8323;Conductores de camionetas y vehículos livianos;83230;Conductores de camionetas y vehículos livianos / Conductoras de camionetas y vehículos livianos;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;832;Conductores de automóviles, camionetas y motocicletas;8324;Conductores de taxis;83240;Conductores de taxis / Conductoras de taxis;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;833;Conductores de camiones pesados y buses;8331;Conductores de buses, microbuses y tranvías;83310;Conductores de buses, microbuses y tranvías / Conductoras de buses, microbuses y tranvías;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;833;Conductores de camiones pesados y buses;8332;Conductores de camiones y vehículos pesados;83320;Conductores de camiones y vehículos pesados / Conductoras de camiones y vehículos pesados;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;834;Operadores de maquinaria agrícola móvil y de otras máquinas móviles;8341;Operadores de maquinaria agrícola y forestal móvil;83410;Operadores de maquinaria agrícola y forestal móvil / Operadoras de maquinaria agrícola y forestal móvil;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;834;Operadores de maquinaria agrícola móvil y de otras máquinas móviles;8342;Operadores de máquinas de movimiento de tierras, construcción de vías y afines;83420;Operadores de máquinas de movimiento de tierras, construcción de vías y afines / Operadoras de máquinas de movimiento de tierras, construcción de vías y afines;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;834;Operadores de maquinaria agrícola móvil y de otras máquinas móviles;8343;Operadores de grúas, aparatos elevadores y afines;83430;Operadores de grúas, aparatos elevadores y afines / Operadoras de grúas, aparatos elevadores y afines;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;834;Operadores de maquinaria agrícola móvil y de otras máquinas móviles;8344;Operadores de montacargas;83440;Operadores de montacargas / Operadoras de montacargas;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;835;Marineros de cubierta y afines;8350;Marineros de cubierta y afines;83501;Marineros de cubierta y de apoyo / Marineras de cubierta y de apoyo;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;83;CONDUCTORES DE VEHÍCULOS Y OPERADORES DE EQUIPOS PESADOS MÓVILES;835;Marineros de cubierta y afines;8350;Marineros de cubierta y afines;83502;Operadores de embarcaciones menores / Operadoras de embarcaciones menores;
9;OCUPACIONES ELEMENTALES;91;PERSONAL DOMESTICO Y DE ASEO;911;Personal doméstico, aseadores de hoteles, oficinas y otros establecimientos;9111;Personal de servicio doméstico;91110;Personal de servicio doméstico;
9;OCUPACIONES ELEMENTALES;91;PERSONAL DOMESTICO Y DE ASEO;911;Personal doméstico, aseadores de hoteles, oficinas y otros establecimientos;9112;Aseadores de oficinas, hoteles y otros establecimientos;91120;Aseadores de oficinas, hoteles y otros establecimientos / Aseadoras de oficinas, hoteles y otros establecimientos;
9;OCUPACIONES ELEMENTALES;91;PERSONAL DOMESTICO Y DE ASEO;912;Limpiadores de vehículos, ventanas, ropa y otra limpieza a mano;9121;Lavanderos y planchadores manuales;91210;Lavanderos y planchadores manuales / Lavanderas y planchadoras manuales;
9;OCUPACIONES ELEMENTALES;91;PERSONAL DOMESTICO Y DE ASEO;912;Limpiadores de vehículos, ventanas, ropa y otra limpieza a mano;9122;Lavadores de vehículos;91220;Lavadores de vehículos / Lavadoras de vehículos;
9;OCUPACIONES ELEMENTALES;91;PERSONAL DOMESTICO Y DE ASEO;912;Limpiadores de vehículos, ventanas, ropa y otra limpieza a mano;9123;Limpiadores de ventanas y vitrinas;91230;Limpiadores de ventanas y vitrinas / Limpiadoras de ventanas y vitrinas;
9;OCUPACIONES ELEMENTALES;91;PERSONAL DOMESTICO Y DE ASEO;912;Limpiadores de vehículos, ventanas, ropa y otra limpieza a mano;9129;Otro personal de limpieza no clasificados en otros grupos primarios;91290;Otro personal de limpieza no clasificados en otras ocupaciones / Otra personal de limpieza no clasificados en otras ocupaciones;
9;OCUPACIONES ELEMENTALES;92;OBREROS Y PEONES AGROPECUARIOS, PESQUEROS Y FORESTALES;921;Obreros y peones agropecuarios, pesqueros y forestales;9211;Obreros y peones de explotaciones agrícolas;92110;Obreros y peones de explotaciones agrícolas / Obreras y peonas de explotaciones agrícolas;
9;OCUPACIONES ELEMENTALES;92;OBREROS Y PEONES AGROPECUARIOS, PESQUEROS Y FORESTALES;921;Obreros y peones agropecuarios, pesqueros y forestales;9212;Obreros y peones de explotaciones ganaderas;92120;Obreros y peones de explotaciones ganaderas / Obreras y peonas de explotaciones ganaderas;
9;OCUPACIONES ELEMENTALES;92;OBREROS Y PEONES AGROPECUARIOS, PESQUEROS Y FORESTALES;921;Obreros y peones agropecuarios, pesqueros y forestales;9213;Obreros y peones de explotaciones agropecuarias;92130;Obreros y peones de explotaciones agropecuarias / Obreras y peonas de explotaciones agropecuarias;
9;OCUPACIONES ELEMENTALES;92;OBREROS Y PEONES AGROPECUARIOS, PESQUEROS Y FORESTALES;921;Obreros y peones agropecuarios, pesqueros y forestales;9214;Obreros y peones de jardinería y horticultura;92140;Obreros y peones de jardinería y horticultura / Obreras y peonas de jardinería y horticultura;
9;OCUPACIONES ELEMENTALES;92;OBREROS Y PEONES AGROPECUARIOS, PESQUEROS Y FORESTALES;921;Obreros y peones agropecuarios, pesqueros y forestales;9215;Obreros y peones forestales y de silvicultura;92150;Obreros y peones forestales y de silvicultura / Obreras y peonas forestales y de silvicultura;
9;OCUPACIONES ELEMENTALES;92;OBREROS Y PEONES AGROPECUARIOS, PESQUEROS Y FORESTALES;921;Obreros y peones agropecuarios, pesqueros y forestales;9216;Obreros y peones de pesca y acuicultura;92160;Obreros y peones de pesca y acuicultura / Obreras y peonas de pesca y acuicultura;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;931;Obreros y peones de la minería y la construcción;9311;Obreros y peones de minas, canteras y producción de hidrocarburos;93111;Obreros y peones de minas y canteras / Obreras y peonas de minas y canteras;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;931;Obreros y peones de la minería y la construcción;9311;Obreros y peones de minas, canteras y producción de hidrocarburos;93112;Obreros y ayudantes de producción en pozos de petróleo y gas / Obreras y ayudantas de producción en pozos de petróleo y gas;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;931;Obreros y peones de la minería y la construcción;9312;Obreros y peones de obras públicas, mantenimiento y cementerios;93121;Obreros y ayudantes de obras públicas y mantenimiento / Obreras y ayudantas de obras públicas y mantenimiento;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;931;Obreros y peones de la minería y la construcción;9312;Obreros y peones de obras públicas, mantenimiento y cementerios;93122;Obreros y operarios de cementerios / Obreras y operarias de cementerios;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;931;Obreros y peones de la minería y la construcción;9313;Obreros y peones de la construcción;93130;Obreros y peones de la construcción / Obreras y peonas de la construcción;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;932;Obreros y peones de la industria manufacturera;9321;Empacadores manuales;93210;Empacadores manuales / Empacadoras manuales;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;932;Obreros y peones de la industria manufacturera;9329;Obreros y peones de la industria manufacturera no clasificados en otros grupos primarios;93291;Obreros y ayudantes en el procesamiento de la madera y producción de pulpa y papel / Obreras y ayudantas en el procesamiento de la madera y producción de pulpa y papel;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;932;Obreros y peones de la industria manufacturera;9329;Obreros y peones de la industria manufacturera no clasificados en otros grupos primarios;93292;Obreros y ayudantes en el tratamiento de metales y minerales / Obreras y ayudantas en el tratamiento de metales y minerales;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;932;Obreros y peones de la industria manufacturera;9329;Obreros y peones de la industria manufacturera no clasificados en otros grupos primarios;93293;Obreros y ayudantes de planta química / Obreras y ayudantas de planta química;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;932;Obreros y peones de la industria manufacturera;9329;Obreros y peones de la industria manufacturera no clasificados en otros grupos primarios;93294;Obreros y ayudantes en la elaboración de alimentos y bebidas / Obreras y ayudantas en la elaboración de alimentos y bebidas;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;932;Obreros y peones de la industria manufacturera;9329;Obreros y peones de la industria manufacturera no clasificados en otros grupos primarios;93299;Obreros y peones de la industria manufacturera no clasificados en otras ocupaciones / Obreras y peonas de la industria manufacturera no clasificadas en otras ocupaciones;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;933;Obreros y peones de transporte y almacenamiento;9331;Conductores de vehículos accionados a pedal o a brazo;93310;Conductores de vehículos accionados a pedal o a brazo / Conductoras de vehículos accionados a pedal o a brazo;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;933;Obreros y peones de transporte y almacenamiento;9332;Conductores de vehículos y maquinaria de tracción animal;93320;Conductores de vehículos y maquinaria de tracción animal / Conductoras de vehículos y maquinaria de tracción animal;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;933;Obreros y peones de transporte y almacenamiento;9333;Obreros y peones de carga, portuarios y de transporte;93331;Obreros y peones de carga y descarga / Obreras y peonas de carga y descarga;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;933;Obreros y peones de transporte y almacenamiento;9333;Obreros y peones de carga, portuarios y de transporte;93332;Obreros y peones portuarios / Obreras y peonas portuarias;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;933;Obreros y peones de transporte y almacenamiento;9333;Obreros y peones de carga, portuarios y de transporte;93333;Operarios y auxiliares de rampa de transporte aéreo / Operarias y auxiliares de rampa de transporte aéreo;
9;OCUPACIONES ELEMENTALES;93;OBREROS Y PEONES DE LA MINERIA, LA CONSTRUCCION, LA INDUSTRIA MANUFACTURERA Y EL TRANSPORTE;933;Obreros y peones de transporte y almacenamiento;9333;Obreros y peones de carga, portuarios y de transporte;93334;Ayudantes de transporte automotor;
